classification,title,category,ave_rating,num_ratings,reviews_total_5_stars,reviews_total_4_stars,reviews_total_3_stars,reviews_total_2_stars,reviews_total_1_stars,seller_name,seller_rating,ships_on_time,chat_response_rate,price,reviews,sentiment
Legit,V2S VS812 Bluetooth Speaker with Flashing LED light and Splash proof Recharge-able TF USB Player,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",5,22,22,0,0,0,0,V2S PHILIPPINES,0.97,1,1,345,"Functionality:Overall functionality ayos na ayos, pwede din sya sa call may built in mic.
 Quality:Maganda ang quality para sa price nya, di ko ineexpect na maganda ang sound at malakas din ang bass buong buo, sana mag tagal.

 Material:When it comes sa material muka ding matibay.",Positive
Legit,TYLEX XM21 Portable Mini Wireless Bluetooth Speaker Bluetooth V5.0 300mAh with built-in microphone,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.9,4162,3907,124,59,20,52,TYLEX,0.96,0.99,1,239,"Functionality:10

 Quality:10

 Material:10
Super bass for immersive music experience., Impressive Bluetooth range., Long battery life for extended use., Stylish color options available.,  ",Positive
Legit,Apollo Supreme PRO Original Wireless 5.0 Sound Bar Original Bluetooth Speaker FM With Mic Phone Compatible Phone Tablet,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.9,375,362,8,2,1,2,ApolloSupreme,0.98,1,1,666.84,"Functionality:very effective 😅
 Quality:100% good quality
 Material:excellent materials Super bass for immersive music experience., Great sound quality!, Love the splashproof feature., Convenient hands-free call function., Impressive Bluetooth range., Long battery life for extended use., Stylish color options available.,  ",Positive
Legit,"Original T2359 XBass Bluetooth Speaker, Subwoofer Bluetooth Speaker, Fashion Explosion Carrying Case, Wireless Bluetooth Speaker","Audio,Portable Speakers,Wireless and Bluetooth Speakers",5,15,15,0,0,0,0,ERA Mall,0.97,1,1,299,"Functionality:Overall functionality ayos na ayos, pwede din sya sa call may built in mic.
 Quality:Maganda ang quality para sa price nya, di ko ineexpect na maganda ang sound at malakas din ang bass buong buo, sana mag tagal.

 Material:When it comes sa material muka ding matibay. ",Positive
Legit,Orashare BS04 Bluetooth Speaker 20W Super Sound TWS Subwoofer Speaker Dual Wireless Speaker With RGB Light 4000mAh Super Bass Speaker Bluetooth Support BT5.2 TF Card AUX USB Port,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.9,3610,3447,66,41,19,37,Orashare,0.98,0.99,1,855,"Love the splashproof feature., Compact and portable design., Super bass for immersive music experience., Impressive Bluetooth range., ",Positive
Legit,Xiaomi Mi Compact Bluetooth Speaker 2 w/ Built-in Mic for Hands Free Calling 4.2 Bluetooth Mi Compact Bt Speaker 2 White,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",5,19,19,0,0,0,0,MiDigits,0.99,0.98,0.98,399,"Long battery life for extended use., Great sound quality!, Enjoy FM radio on the go., Convenient hands-free call function.,  ",Positive
Legit,Mini Speaker HiFi Wireless Bluetooth Speaker Protable Speaker Rechargeable Bluetooth Speaker Stereo Subwoofer Speaker,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.9,296,285,4,4,1,2,Wanhua PH,0.98,0.99,0.92,99,"Stylish color options available., Enjoy FM radio on the go., Super bass for immersive music experience., Convenient hands-free call function., Love the splashproof feature.Compact and portable design.  ",Positive
Legit,TYLEX XM19 Wireless Bluetooth Speaker Strong Bass with Hand-Free Function /TF Card/AUX Slot Soundbar Speaker,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.8,7317,6544,421,180,53,119,TYLEX,0.96,0.99,1,575,expect the unexpected. Ganda Ng sound may bass xa khit maliit at malakas Ang sounds nya. salamat seller ,Positive
Legit,AIKAS AI-I12 Wireless Bluetooth Speaker Original Macaron inPods Little Fun Mini Portable Stereo Sound System Dual Pairing 5.0 TWS Outdoor Music Player Loudspeakers,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.7,60,50,4,3,1,2,AIKAS.ph,0.95,0.99,0.91,195,"Love the splashproof feature., Stylish color options available., Enjoy FM radio on the go., Super bass for immersive music experience.,  ",Positive
Legit,Xiaomi Mijia AI Bluetooth Speaker Wireless Portable Mini Speaker Handsfree Stereo Surround Bass Noise Reduction,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",0,0,0,0,0,0,0,Xiaomi Home,0.98,0.97,0.63,386.31,"Fast shipping and secured packaging.
The sounds are good with complete accessories jack and charger. ",Positive
Legit,SONY SRS-XB100 Portable Bluetooth Speaker,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",5,414,407,3,4,0,0,Sony,0.98,1,0.97,2499,"Compact and portable design., Impressive Bluetooth range., Super bass for immersive music experience., Love the splashproof feature., ",Positive
Legit,Sony SRS-XG500 SRSXG500 X-Series Portable Wireless Speaker,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",5,5,5,0,0,0,0,Sony,0.98,1,0.97,16199,"Convenient hands-free call function., Enjoy FM radio on the go., Compact and portable design., Convenient hands-free call function., Super bass for immersive music experience., Compact and portable design.,  ",Positive
Legit,Apollo Supreme Original Bluetooth 5.0 Wireless Speaker Audio Soundbar FM AUX with Mic to answer calls compatible home,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",5,196,189,5,2,0,0,ApolloSupreme,0.98,1,1,552.27,"Stylish color options available., Great sound quality!, Super bass for immersive music experience.,  ",Positive
Legit,Lenovo K30 Bluetooth Mini Speakers 3D Stereo Surround Sound Subwoofer Wireless Bluetooth Speaker Loudspeaker Sound Box,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.8,64,58,3,1,1,1,ThinkPlus Authorized Store,0.97,0.99,1,299.73,maganda xa salamat ..at clear ang kanta hunde basag ang tono niya subrang saya ko kc hinde na cra.. ,Positive
Legit,Suntex S1 Wireless Bluetooth Speakers (w/ USB & FM Radio) Portable Audio LED Light Super Bass Speaker,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",5,62,61,0,1,0,0,Suntex,0.95,1,1,999,"nice quality hindi sya sabog kaya bili na kayo dito guysGreat sound quality!, ang lakas pa ng sound khit maliit lng ",Positive
Legit,YOKOHAMA Wireless Bluetooth Speakers Jc Lewis HIFI Stereo 3D Surround Subwoofer Soundbar USB AUX 20000 mAh Durable Powerbank.,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",3.9,13,8,1,1,1,2,Yokohama Store,0.9,0.99,1,1680,"mahina tunog pero sulit naman yung bayad, kaya oks lang.
good lang sa price.
mabilis dumating di ko naorder dumating agad haha ",Positive
Legit,HP S01 Bluetooth Speaker Small and Lightweight Rechargeable Mini Speaker 360° Surround Sound Quality for PC Desktop Laptop Multiple devices,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.8,257,232,14,2,3,6,MOGE Mall,0.97,0.99,1,429,solid yung tunog ang tindi ng bass nya yumayanig talaga .. napaka ganda din ng sound nya thanks nagustuhan ko sobra ,Positive
Legit,Orashare BS09 Bluetooth Speaker Partybox TWS 30W Super Subwoofer Bass Wireless Speaker With RGB Light Big Party Speaker for Indoor /Outdoor,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.9,251,237,6,3,1,4,Orashare,0.98,0.99,1,1963,"Quality:gumagana nman ung speaker
pwede na ung sounds sa price

Malakas ung ilaw maganda


different item not as described
Di malinaw ung ibig sabhin ng assorted...
di sya assorted nung mga naunang choices
iba pla syang item
 ",Positive
Legit,BAVIN J007 Mini Portable Bluetooth Speaker Wireless Rechargeable Surround Stereo Super Bass Waterproof / Water Resistant,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.7,203,179,10,3,0,11,BAVIN,0.97,0.99,1,459.9,"Compact and portable design., Stylish color options available., mukhang okay po........  ",Positive
Legit,JBL Pulse 5 Wireless Bluetooth Speaker Portable Bass Pulse5 Stereo Speaker with LED Light Show Party,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",5,1,1,0,0,0,0,Apedra.PH,0.93,1,1,480,"Date Ordered : April 05, 2024
Date Received : April 07, 2024

✓ Product was well Packaged
✓ Product audio sounds good and functions great
✓ Product is of good quality
✓ Good product overall Will surely be going to order here again.

Keep up the good work! Excellent value for money. Good job!

*Other two also tested and working fine wasn't included in the video because the other two will be given out as gifts*

Compact and portable design., Stylish color options available.,  ",Positive
Legit,JBL Flip 6 Bluetooth Speaker Portable Wireless Waterproof Partybox Music Boombox for Charge Speakers Built-in Microphone Hands-free Speaker Bluetooth Bass,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",5,1,1,0,0,0,0,Micro power Tech,0.96,0.89,1,435.99,"quality and appearance - good for the price
well packed and tama ang color 👍❤️ ",Positive
Fake,Portable Bluetooth Wireless Speaker Music Stereo Super Bass Rechargeable Boombox Bluetooth Speaker,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.7,7059,6068,459,221,91,220,Joyfelling Shop,0.93,0.99,Not enough ratings,196.01,"Functionality:all goods
 Quality:sound quality superb, ganda malakas ang bass
 Material:nice quality ilang beses na nahulog ok parin🤣Convenient size and lightweight for easy carrying,",Negative
Fake,Portable Bluetooth Wireless Speaker Mini Charge 3+ Music Stereo Charge 3 Mini Charge 3 + Super Bass Rechargeable Boombox Bluetooth Speaker,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.7,277,248,8,4,5,12,LEX Tech,0.94,0.99,Not enough ratings,199.44,"Unexpected yung speaker na to sa worth of 131 petot HAHAHAHA meron ka ng magandang speaker siguro kaya ganyan kamura is may voucher siya, hindi ako tokis or something na magcocomment lang ng  basta-basta o hindi ko nagustuhan, napaka ganda niya worth it!",Negative
Fake,COD Super Bass JBL Charge 3+ Mini Portable Bluetooth Speaker,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.8,220,197,4,11,5,3,Goldennam33,0.92,1,Not enough ratings,219,"thank you sa seller for fast delivery at sa napakabait na del.rider.worth it sya kc ganda ng tunog kahit mura sya.matagal din sya malobat,sana lang tumagal...",Negative
Fake,Clip Wireless Bluetooth Portable Speaker Splashproof Outdoors Riding Travel Clip Speaker,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.8,4732,4317,159,95,47,114,LEX Tech,0.94,0.99,Not enough ratings,263.35,"Convenient and user-friendly controls., Perfect for outdoor activities., Easy to connect via Bluetooth., thanks to you seller and courrier thanks Lazada.",Negative
Fake,Bluetooth T-2019 with AUX USB TF Card and FM Radio Function Outdoor Wireless Speaker T2019,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.7,1583,1373,77,48,24,61,YUTU,0.96,0.98,Not enough ratings,200,"ok na ok po item ko salamat po seller tsak
a sa Lazada at sa raider God bless po",Negative
Fake,Clip 3 Portable Wireless Bluetooth Speaker Splashproof Mini Outdoors Riding Clip3 Bluetooth Speaker,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.7,3617,3214,169,80,40,114,LEX Tech,0.94,0.99,Not enough ratings,259.54,"okay yung item good na good ang quality, Excellent value for money.,  thank you very much seller maganda talaga!!!",Negative
Fake,Go3 Waterproof Portable Bluetooth Speaker Stereo Wireless Bluetooth Speakers 3D sounds Extremely Fast Charging,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.8,170,158,4,4,1,3,ElectroBeats,0.96,0.99,Not enough ratings,263.99,"Compact and portable design., Great sound quality!, Stylish and sleek appearance., Available in multiple colors., Easy to connect via Bluetooth., Long-lasting battery life., Impressive 3D sound experience., Perfect for on-the-go music lovers.,",Negative
Fake,Portable Wireless Bluetooth Speaker Bluetooth Splashproof Music Drums Speaker with Strap,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.6,1667,1422,75,56,21,93,Cyfer Online,0.95,1,Not enough ratings,476.27,"thank u to the seller at ke mabait na ate na nag deliver, everything is well pack and in good condition.
maganda ang tunog pwedi ko nang gamitin habang nag ba bike.again 5 stars ang rating ko. sa uulitin muli.",Negative
Fake,JBL Pulse 4 Speaker (READ THE PRODUCT DESCRIPTION),"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.1,69,54,0,0,0,15,Audio musica,0.68,0.99,Not enough ratings,89,"Convenient rechargeable feature., Impressive 3D sound experience., Perfect for on-the-go music lovers., Compact and portable design.,",Negative
Fake,🎵COD+original+Ready Stock🎵2024 New Sent 24 hours JBL M1 Mini Wireless Bluetooth Speaker HIFI Stereo Sound Portable Subwoofer For Phone Computer Music Player,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.8,145,134,2,3,1,5,mxuvdi store,0.94,0.99,Not enough ratings,208.82,Qualityokey items very 👍,Negative
Fake,Bluetooth T-2019 with AUX USB TF Card and FM Radio Function Outdoor Wireless Speaker T2019 audio,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.7,309,266,19,10,3,11,Black Tiger,0.95,0.97,Not enough ratings,196.01,"Rich and powerful bass., Compact and portable design., Available in multiple colors., Long-lasting battery life.,",Negative
Fake,Charge 3 MINI Portable Wireless Bluetooth Speaker Splashproof/Waterproof Super Bass Stereo Outdoor Music small size,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.8,2648,2463,64,45,17,59,ElectroBeats,0.96,0.99,Not enough ratings,181.99,"Compact and portable design., Great sound quality!, Stylish and sleek appearance., Available in multiple colors., Easy to connect via Bluetooth., Long-lasting battery life., Impressive 3D sound experience., Perfect for on-the-go music lovers.,",Negative
Fake,SONY F11 Bluetooth Speaker Wireless Hifi Stereo Sound Effect Portable Waterproof,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.9,206,193,7,1,2,3,LEO 200,0.96,1,Not enough ratings,405.22,ganda niya wala ako masabi cute.. think you po Lazada..at sa nag deliver maraming salamat po god blessed ☺️☺️☺️☺️☺️,Negative
Fake,COD♥JBL Bluetooth Mini Speaker Bluetooth 5.0 Speaker Rechargeable Beautiful Bluetooth Outdoor Subwoofer Portable,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",5,13,13,0,0,0,0,CYY PH,0.96,1,Not enough ratings,259,"Perfect for outdoor activities, Long-lasting battery life, Impressive bass quality, Compact and portable design, Impressive bass quality, Compact and portable design, Impressive bass quality, Compact and portable design, Perfect for outdoor activities, Long-lasting battery life,",Negative
Fake,"Realfit S1 Bluetooth Mini Speaker, 360 ° Stereo Sound, Excellent Bass, Support Music and Calls, Portable Speaker","Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.9,262,254,2,3,0,3,Realfit Techlife Store,0.97,1,Not enough ratings,440,"ok nman sya
 Material:ok lahat",Negative
Fake,JBL Charge 2+ Big Portable Wireless Bluetooth Speaker With Built-in Powerbank,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.6,1523,1298,69,47,29,80,GM Philippines,0.95,0.99,Not enough ratings,281.3,nice job lazzada ang lakas ng tunog gustong gusto ko,Negative
Fake,EXTREME 3 (9 inches) Bluetooth Speaker Portable Wireless IPX7 Waterproof/Dustproof Speaker Extreme on Big Box Super Bass Rechargeable 3D Sounds Extremely Fast Charging and Long Battery Life boombox bluetooth speaker,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.8,72,66,2,2,1,1,O.SHINE,0.96,0.95,Not enough ratings,441.99,"Versatile color options, Compact and portable design, Durable build quality, Long-lasting battery life, Easy to connect via Bluetooth, Impressive bass quality, Great sound quality,",Negative
Fake,Wireless Bluetooth Portable Speaker Charge G4,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.6,350,299,16,12,5,18,camudy,0.96,1,Not enough ratings,260,ganda niya wala ako masabi cute.. think you po Lazada..at sa nag deliver maraming salamat po god blessed ☺️☺️☺️☺️☺️,Negative
Fake,Lenovo K3 Bluetooth Speaker Sale Promo Mini Speaker With Bluetooth Speaker Big Sound Wireless And Bluetooth Speakers TWS HD Stereo Surround Sound Bluetooth Speaker Small Size Outdoor Speakers Strong Battery Life,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.9,198,194,2,0,0,2,Lifusiup,0.99,1,Not enough ratings,196.01,"Functionality:Great.. very easy to use
 Quality:The sounds are awesome
 Material:soo cute..

overall the item was good.. i hope it last",Negative
Fake,chrage 3 mini Bluetooth Speaker Portable Wireless Speaker Waterproof SpeakerFM radio and SD card Hi-Fi Sound Party Boost,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.7,25,23,0,0,1,1,Micro power Tech,0.96,0.89,Not enough ratings,182.99,received the items complete and in good condition. very fast shipping and the item were all good.  will definitely order again. thank you seller!,Negative
Fake,Charge 2 mini Portable Bluetooth Speaker Wireless Splashproof With Built-in,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.4,35,29,0,2,0,4,Goldennam33,0.92,1,Not enough ratings,219,"Excellent sound quality,",Negative
Fake,Bluetooth T-2019 with USB TF Card and FM Radio Function Outdoor Wireless Speaker MINI B9 T2019 2019 AUDIO,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.9,108,101,2,3,0,2,Apollo PH,0.95,0.99,Not enough ratings,197.01,"Excellent sound quality, Quick and easy recharging, Excellent sound quality, Quick and easy recharging,",Negative
Fake,GO3 Affordable Speaker Loudspeaker GO3 Portable Wireless Waterproof And Dustproof Bluetooth Speaker Outdoor Speaker,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.7,233,202,9,11,4,7,ElectroBeats,0.96,0.99,Not enough ratings,265,maganda matagal ma lowbat highly recomended thanks rider and seller bfjfhfhfjfjfjfjfjfjfnfnfbfjcjfjfjcjcjxhxhxhxbxhxhxhxhxhxhxhxhxhxhxhxhxhxgxgzgzgzgzgzgzgzgzgxhxhfjfjfjfjcjcjcjcjcjcjcjcjcjcjxjxjxhcjfjfjfjcjfjfhfhdhdydhfjfhfhfhfhfhxhfjfjfjfjfjfjfjfjfhfjcbcbcbcbcbcbchcghjjjjjjjjjjjjjjj+++-&&&''::;!!!!;!;;;;;;;;;;;;;;;;;;;;;;;,Negative
Fake,Lenovo TS33 Bluetooth Speaker Home Music Surround Sound Subwoofer Smart Small Appliances Wired Use Wireless Speaker With RGB Light,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.9,869,807,30,16,2,14,ThinkPlus Authorized Store,0.97,0.99,Not enough ratings,400,"Functionality:Great.. very easy to use
 Quality:The sounds are awesome
 Material:soo cute..

overall the item was good.. i hope it last",Negative
Fake,Bike Speaker Go3 Bluetooth Speaker Go 3 and clip3 Waterproof Rechargable Portable Bluetooth Speaker Wireless Super Bass,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.7,40,36,1,1,0,2,O.SHINE,0.96,0.95,Not enough ratings,261.9,"Compact and portable design, Convenient wireless connectivity, Ideal for outdoor use,

Ang Ganda Ng product Ang cute
maganda tunog kahit sagad Ang volume Hindi basag

thank you seller",Negative
Fake,Marshall Emberton II / Emberton Portable Speaker Waterproof Wireless Bluetooth Speaker,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4,121,85,3,3,3,27,Manila Storee,0.92,0.99,Not enough ratings,184,maliit lang po pala sia .. and Hindi sia Ganon kalakas as what I expected na small but louder pero hnd pala .. sakto lang po tlaga ung tunog nia .. sa katulad kopo na gusto malakas tlaga hanap nalng po ka ng iba KSI sakto lang po tlaga ung volume nia for me..,Negative
Fake,Boombox Big 12inch Wireless Bluetooth Speaker Portable B9 Big Plus Speaker Waterproof 12 Inches Boombox Speaker,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.4,669,498,61,39,17,54,Joyfelling Shop,0.93,0.99,Not enough ratings,969.03,"Ang cute nya liit nya lang Isang dankal Ng anak koConvenient wireless connectivity, tapos Hindi sya ganun kalakas as in pang kwarto lang 💜💜💜💜💜",Negative
Fake,XTREME 3 (12 inches) Bluetooth Wireless Waterproof Portable Speaker EXTREME3,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.8,40,38,0,0,0,2,O.SHINE,0.96,0.95,Not enough ratings,444.99,"Excellent value for money, Great sound quality,",Negative
Fake,JBL Charge 2+ BIG Portable Wireless Bluetooth Speaker With FM Radio Funtion/USB/TF Card Play,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.6,552,473,25,17,10,27,DMG SHOP 1604475425,0.95,0.99,Not enough ratings,281.3,ok cute,Negative
Fake,MAX PH Original JBL Charge 2+ Portable Bluetooth Wireless Speaker Splashproof With Built-in Powerbank JBL Speaker Charge 2 FM Radio Funtion/USB/TF Card Play,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.6,556,447,42,26,11,30,Max PH,0.95,0.99,Not enough ratings,294.51,"Compact and portable design, Convenient wireless connectivity, Ideal for outdoor use,

Ang Ganda Ng product Ang cute
maganda tunog kahit sagad Ang volume Hindi basag

thank you seller",Negative
Fake,JBL GO 4/GO3 Bluetooth Speaker Sale Promo JBL Mini Speaker Portable Sub Woofer Super Bass Speaker Outdoor IP67 Waterproof JBL Bluetooth Speaker Super Bass Wireless and Bluetooth Speakers Portable Bluetooth Speaker Super Bass,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",5,24,23,1,0,0,0,Marshall Speaker Factory,0.91,1,Not enough ratings,540.76,Thank you seller ang ganda sulit yung order ko sobrang lakas at hindi sabog yung sound bihira lang talaga makahanap na katulad nio honest seller i recommend this shop sobrang legit at ang bilis din ng deliver ng item... i will order again ..thank you lazada and sa delivery rider.,Negative
Fake,Marshall KILBURN II bluetooth speaker portable karaoke Wireless for IOS/Android/PC Speaker Built In Microphone and Hands-free Call Speaker,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.8,22,21,0,0,0,1,Bospeaker,0.91,1,Not enough ratings,399,"Almost a week ko na ginagamit and matagal naman malowbatt, approximately 8 hrs yung tagal. Malakas yung sound pero walang bass. Di ko alam kung matibay kasi di ko pa naman nababagsak.",Negative
Fake,Wireless Bluetooth Clip Speaker Splashproof Mini Portable Outdoors Riding Bluetooth Speaker,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.6,4257,3572,341,5,86,253,Cyfer Online,0.95,1,Not enough ratings,265.03,"pwede nacrin malakas ang tunog medyo mahina lang bass niya.Waterproof, perfect for outdoor activities!, Stylish design in black color!,",Negative
Fake,Portable Bluetooth Speakers Super Bass Wireless Speaker Line-in Speakers TWS Smart Speaker HIFI Boomboxes With 4 Unit HD Sound And Bass Knob Adjustment Audio Soundbars Speaker 5.0 Bluetooth 10M Long-Distance Transmission For Phones Laptop Tablet Computer,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.7,69,63,2,0,0,4,shirley Q,0.95,0.99,Not enough ratings,349,"Enjoy 3D sounds with this speaker!, Stylish design in black color!, Wirelessly stream music via Bluetooth!, Ultra-light and portable speaker!, Compact size, perfect for on-the-go music!,",Negative
Fake,JBL Bluetooth Speaker Sale Promo JBL GO 3/GO3 Speaker Super Bass Wireless Speakers JBL Portable Subwoofer Speaker Bass Outdoor Portable Bluetooth Speaker Subwoofer IP67 Waterproof Mini Speaker,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.8,33,31,0,1,1,0,Marshall Speaker Factory,0.91,1,Not enough ratings,540.76,good naman po siya pero  yung charge po 50% tapos naging 60 % hahahahahahahahahhahahahahahahahahahahahahahaha,Negative
Fake,Charge 2+ JBL Portable Wireless Bluetooth Speaker Splashproof,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.6,562,466,39,22,9,26,RICH&HL GO shop,0.96,0.99,Not enough ratings,294.51,Thank you seller ang ganda sulit yung order ko sobrang lakas at hindi sabog yung sound bihira lang talaga makahanap na katulad nio honest seller i recommend this shop sobrang legit at ang bilis din ng deliver ng item... i will order again ..thank you lazada and sa delivery rider.,Negative
Fake,Bluetooth T-2019 with USB TF Card and FM Radio Function Outdoor Wireless Speaker T2019 2019 AUDIO,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",5,3,3,0,0,0,0,shop.ph 1603332923,0.93,0.99,Not enough ratings,210,"Material:Great sound quality!, The battery lasts a long time, Love the 3D sound feature, Compact and portable design, Includes a remote control for convenience,",Negative
Fake,🔥Clearance Sale🔥XiaoMi Smart Speaker Art Bluetooth Speaker Big Smart Audio Alarm Clock Wireless High quality Speakers Stereo Metal,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",3.5,8,5,0,0,0,3,Perfect Mall,0.97,0.99,Not enough ratings,848.75,"Waterproof design is perfect for outdoor use, Includes a remote control for convenience,",Negative
Fake,JBL Charge 2+ BIG Portable Wireless Bluetooth Speaker With FM Radio Funtion/USB/TF Card Play,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.7,319,280,17,5,4,13,GM Philippines,0.95,0.99,Not enough ratings,281.3,"Quality:Great sound quality!, Compact and portable design,
 Functionality:grabe Wala akong masabi kundi npakaganda Ng sounds nia buong buo🥰",Negative
Fake,Charge 2+ Portable Wireless Bluetooth Speaker With FM Radio Funtion/USB/TF Card Play,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.6,1089,907,76,45,20,41,H&J mobile accesories,0.94,1,Not enough ratings,285.65,"Includes a remote control for convenience, Fast charging is a game-changer!, Love the 3D sound feature, Impressive volume control,",Negative
Fake,Charge 3 MINI Portable Wireless Bluetooth Speaker Splashproof/Waterproof Super Bass Stereo Outdoor Music,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.7,71,65,1,0,0,5,O.SHINE,0.96,0.95,Not enough ratings,185.99,ok nmn sya handy lng sana mtgal masira maingat nmn po aq sa gmit ehh,Negative
Fake,【360° stereo sound】E91 Portable Bluetooth Speakers With 4 Unit HD Sound And Bass Knob Adjustment Audio Soundbars Speaker 5.2 Bluetooth Computer Speaker Speaker Portable Long Stereo Sound Bar Soundbar Speakers Bluetooth Wireless Speaker,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.7,48,44,0,1,1,2,VC2fWO5D,0.92,0.98,Not enough ratings,349,"Material:Great sound quality!, The battery lasts a long time, Love the 3D sound feature, Compact and portable design, Includes a remote control for convenience,",Negative
Fake,JBL Charge 2+ PLUS Bluetooth Speaker,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.6,20,18,0,0,0,2,ZAMA,0.95,1,Not enough ratings,317.19,"Functionality:works good,
 Quality:sound isn't that good. sounds really cheap, not satisfied!! sound 2 of 5 stars only. better spend more money. people who say the sound is good, might even don't know what quality is...
 Material:solid and stable 👍",Negative
Fake,Xiaomi Mijia AI Bluetooth Speaker Wireless Portable Mini Speaker Handsfree Stereo Surround Bass Noise Reduction,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",5,3,3,0,0,0,0,Xiaomi Home,0.99,0.97,Not enough ratings,406.43,mahina ang sound mdle ma lobat,Negative
Fake,JBL EXTREME Big Portable Wireless Bluetooth Speaker sale promo with Built-in Powerbank Extreme Waterproof Speaker on Big BoomBox bluetooth speaker,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.9,28,27,0,0,0,1,NaNatech,0.96,0.97,Not enough ratings,371.99,"Easy to connect and use, Love the splashproof feature, Long battery life, perfect for outdoor use, Portable and easy to carry,",Negative
Fake,Wireless Bluetooth Speaker Subwoofer Portable Outdoor Mini Subwoofer IPX7 Waterproof,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.7,102,93,1,1,1,6,Cheap store 1581995735,0.87,1,Not enough ratings,199,"Easy to connect and use, Impressive frequency response range, Portable and easy to carry, Sleek design, looks great,",Negative
Fake,BOOMBOX 2 JBL- 17 inches Bluetooth Speaker with AUXILIARY Big Wireless Bluetooth Speaker Portable Handheld Big Plus Speaker Waterproof Boombox Speaker,"Audio,Portable Speakers,Wireless and Bluetooth Speakers",4.6,63,56,1,0,1,5,MEG-gadgets.PH,0.9,1,Not enough ratings,1356.06,"Portable and easy to carry, Easy to connect and use, Great sound quality!, Impressive frequency response range, thumbs up for me",Negative
